Anfangszeit - hh:mm:ss.ms	Anfangszeit - ss.msec	Anfangszeit - msec	Endzeit - hh:mm:ss.ms	Endzeit - ss.msec	Endzeit - msec	Dauer - hh:mm:ss.ms	Dauer - ss.msec	Dauer - msec	Aktion	Interface-Bildnr.	Datei	Verzeichnis (Pfad)
00:42:42.560	2562.56	2562560	00:45:01.560	2701.56	2701560	00:02:19.000	139.0	139000		6	Vp430-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp430-1.eaf
00:06:00.440	360.44	360440	00:06:02.921	362.921	362921	00:00:02.481	2.481	2481	1	7	Vp430-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp430-2.eaf
00:06:20.361	380.361	380361	00:06:22.001	382.001	382001	00:00:01.640	1.64	1640	1	7	Vp430-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp430-2.eaf
00:07:10.561	430.561	430561	00:07:12.521	432.521	432521	00:00:01.960	1.96	1960	1	7	Vp430-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp430-2.eaf
00:10:04.480	604.48	604480	00:10:06.280	606.28	606280	00:00:01.800	1.8	1800	1	8	Vp430-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp430-2.eaf
00:10:43.320	643.32	643320	00:10:44.880	644.88	644880	00:00:01.560	1.56	1560	1	8	Vp430-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp430-2.eaf
00:11:33.200	693.2	693200	00:11:35.680	695.68	695680	00:00:02.480	2.48	2480	1	8	Vp430-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp430-2.eaf
00:05:09.680	309.68	309680	00:07:19.640	439.64	439640	00:02:09.960	129.96	129960		7	Vp430-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp430-2.eaf
00:09:35.720	575.72	575720	00:11:41.600	701.6	701600	00:02:05.880	125.88	125880		8	Vp430-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp430-2.eaf
00:16:11.610	971.61	971610	00:16:16.611	976.611	976611	00:00:05.001	5.001	5001	1	1	Vp431-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp431-1.eaf
00:16:16.611	976.611	976611	00:16:16.681	976.681	976681	00:00:00.070	0.07	70	1	1	Vp431-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp431-1.eaf
00:16:44.322	1004.322	1004322	00:16:47.242	1007.242	1007242	00:00:02.920	2.92	2920	1	1	Vp431-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp431-1.eaf
00:17:18.284	1038.284	1038284	00:17:31.647	1051.647	1051647	00:00:13.363	13.363	13363	1	1	Vp431-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp431-1.eaf
00:22:26.440	1346.44	1346440	00:22:38.246	1358.246	1358246	00:00:11.806	11.806	11806	1	2	Vp431-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp431-1.eaf
00:22:54.526	1374.526	1374526	00:22:56.568	1376.568	1376568	00:00:02.042	2.042	2042	1	2	Vp431-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp431-1.eaf
00:23:29.688	1409.688	1409688	00:23:31.448	1411.448	1411448	00:00:01.760	1.76	1760	1	2	Vp431-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp431-1.eaf
00:27:46.440	1666.44	1666440	00:27:49.560	1669.56	1669560	00:00:03.120	3.12	3120	1	3	Vp431-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp431-1.eaf
00:28:07.320	1687.32	1687320	00:28:10.120	1690.12	1690120	00:00:02.800	2.8	2800	1	3	Vp431-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp431-1.eaf
00:29:10.400	1750.4	1750400	00:29:13.481	1753.481	1753481	00:00:03.081	3.081	3081	1	3	Vp431-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp431-1.eaf
00:33:02.620	1982.62	1982620	00:33:05.261	1985.261	1985261	00:00:02.641	2.641	2641	1	4	Vp431-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp431-1.eaf
00:33:47.302	2027.302	2027302	00:33:49.422	2029.422	2029422	00:00:02.120	2.12	2120	1	4	Vp431-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp431-1.eaf
00:34:25.263	2065.263	2065263	00:34:27.383	2067.383	2067383	00:00:02.120	2.12	2120	1	4	Vp431-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp431-1.eaf
00:38:28.780	2308.78	2308780	00:38:34.105	2314.105	2314105	00:00:05.325	5.325	5325	1	5	Vp431-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp431-1.eaf
00:38:51.665	2331.665	2331665	00:38:51.708	2331.708	2331708	00:00:00.043	0.043	43	1	5	Vp431-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp431-1.eaf
00:38:51.708	2331.708	2331708	00:39:04.148	2344.148	2344148	00:00:12.440	12.44	12440	1	5	Vp431-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp431-1.eaf
00:39:49.188	2389.188	2389188	00:39:52.829	2392.829	2392829	00:00:03.641	3.641	3641	1	5	Vp431-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp431-1.eaf
00:43:36.740	2616.74	2616740	00:43:40.061	2620.061	2620061	00:00:03.321	3.321	3321	1	6	Vp431-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp431-1.eaf
00:44:12.543	2652.543	2652543	00:44:16.144	2656.144	2656144	00:00:03.601	3.601	3601	1	6	Vp431-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp431-1.eaf
00:44:49.920	2689.92	2689920	00:44:52.481	2692.481	2692481	00:00:02.561	2.561	2561	1	6	Vp431-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp431-1.eaf
00:15:32.600	932.6	932600	00:17:51.600	1071.6	1071600	00:02:19.000	139.0	139000		1	Vp431-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp431-1.eaf
00:21:56.600	1316.6	1316600	00:23:40.600	1420.6	1420600	00:01:44.000	104.0	104000		2	Vp431-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp431-1.eaf
00:27:17.600	1637.6	1637600	00:29:21.600	1761.6	1761600	00:02:04.000	124.0	124000		3	Vp431-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp431-1.eaf
00:32:36.600	1956.6	1956600	00:34:38.600	2078.6	2078600	00:02:02.000	122.0	122000		4	Vp431-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp431-1.eaf
00:38:00.600	2280.6	2280600	00:40:06.600	2406.6	2406600	00:02:06.000	126.0	126000		5	Vp431-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp431-1.eaf
00:43:08.600	2588.6	2588600	00:45:01.560	2701.56	2701560	00:01:52.960	112.96	112960		6	Vp431-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp431-1.eaf
00:03:27.700	207.7	207700	00:03:29.620	209.62	209620	00:00:01.920	1.92	1920	1	7	Vp431-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp431-2.eaf
00:03:58.181	238.181	238181	00:03:59.741	239.741	239741	00:00:01.560	1.56	1560	1	7	Vp431-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp431-2.eaf
00:04:20.982	260.982	260982	00:04:22.782	262.782	262782	00:00:01.800	1.8	1800	1	7	Vp431-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp431-2.eaf
00:10:46.980	646.98	646980	00:10:47.023	647.023	647023	00:00:00.043	0.043	43	1	8	Vp431-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp431-2.eaf
00:10:47.023	647.023	647023	00:11:07.743	667.743	667743	00:00:20.720	20.72	20720	1	8	Vp431-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp431-2.eaf
00:11:27.543	687.543	687543	00:11:32.664	692.664	692664	00:00:05.121	5.121	5121	1	8	Vp431-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp431-2.eaf
00:11:58.183	718.183	718183	00:12:12.503	732.503	732503	00:00:14.320	14.32	14320	1	8	Vp431-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp431-2.eaf
00:03:09.100	189.1	189100	00:04:31.100	271.1	271100	00:01:22.000	82.0	82000		7	Vp431-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp431-2.eaf
00:10:21.100	621.1	621100	00:12:21.100	741.1	741100	00:02:00.000	120.0	120000		8	Vp431-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp431-2.eaf
00:16:54.600	1014.6	1014600	00:16:59.601	1019.601	1019601	00:00:05.001	5.001	5001	1	1	Vp432-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp432-1.eaf
00:17:26.203	1046.203	1046203	00:17:28.483	1048.483	1048483	00:00:02.280	2.28	2280	1	1	Vp432-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp432-1.eaf
00:18:04.565	1084.565	1084565	00:18:08.406	1088.406	1088406	00:00:03.841	3.841	3841	1	1	Vp432-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp432-1.eaf
00:27:37.520	1657.52	1657520	00:27:39.920	1659.92	1659920	00:00:02.400	2.4	2400	1	2	Vp432-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp432-1.eaf
00:28:28.402	1708.402	1708402	00:28:35.684	1715.684	1715684	00:00:07.282	7.282	7282	1	2	Vp432-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp432-1.eaf
00:29:22.205	1762.205	1762205	00:29:25.365	1765.365	1765365	00:00:03.160	3.16	3160	1	2	Vp432-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp432-1.eaf
00:34:48.440	2088.44	2088440	00:34:50.760	2090.76	2090760	00:00:02.320	2.32	2320	1	3	Vp432-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp432-1.eaf
00:35:04.442	2104.442	2104442	00:35:06.603	2106.603	2106603	00:00:02.161	2.161	2161	1	3	Vp432-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp432-1.eaf
00:36:00.845	2160.845	2160845	00:36:03.126	2163.126	2163126	00:00:02.281	2.281	2281	1	3	Vp432-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp432-1.eaf
00:40:32.080	2432.08	2432080	00:40:35.521	2435.521	2435521	00:00:03.441	3.441	3441	1	4	Vp432-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp432-1.eaf
00:41:20.041	2480.041	2480041	00:41:21.881	2481.881	2481881	00:00:01.840	1.84	1840	1	4	Vp432-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp432-1.eaf
00:42:06.361	2526.361	2526361	00:42:09.201	2529.201	2529201	00:00:02.840	2.84	2840	1	4	Vp432-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp432-1.eaf
00:15:54.700	954.7	954700	00:18:14.700	1094.7	1094700	00:02:20.000	140.0	140000		1	Vp432-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp432-1.eaf
00:26:38.700	1598.7	1598700	00:29:32.700	1772.7	1772700	00:02:54.000	174.0	174000		2	Vp432-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp432-1.eaf
00:33:54.700	2034.7	2034700	00:36:08.700	2168.7	2168700	00:02:14.000	134.0	134000		3	Vp432-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp432-1.eaf
00:39:56.700	2396.7	2396700	00:42:15.700	2535.7	2535700	00:02:19.000	139.0	139000		4	Vp432-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp432-1.eaf
00:01:52.982	112.982	112982	00:02:01.345	121.345	121345	00:00:08.363	8.363	8363	1	5	Vp432-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp432-2.eaf
00:02:36.700	156.7	156700	00:02:47.982	167.982	167982	00:00:11.282	11.282	11282	1	5	Vp432-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp432-2.eaf
00:03:08.302	188.302	188302	00:03:13.903	193.903	193903	00:00:05.601	5.601	5601	1	5	Vp432-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp432-2.eaf
00:07:00.960	420.96	420960	00:07:21.205	441.205	441205	00:00:20.245	20.245	20245	1	6	Vp432-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp432-2.eaf
00:07:37.285	457.285	457285	00:07:40.646	460.646	460646	00:00:03.361	3.361	3361	1	6	Vp432-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp432-2.eaf
00:08:38.886	518.886	518886	00:08:43.887	523.887	523887	00:00:05.001	5.001	5001	1	6	Vp432-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp432-2.eaf
00:15:43.480	943.48	943480	00:15:45.840	945.84	945840	00:00:02.360	2.36	2360	1	7	Vp432-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp432-2.eaf
00:16:21.161	981.161	981161	00:16:24.001	984.001	984001	00:00:02.840	2.84	2840	1	7	Vp432-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp432-2.eaf
00:16:56.562	1016.562	1016562	00:16:59.162	1019.162	1019162	00:00:02.600	2.6	2600	1	7	Vp432-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp432-2.eaf
00:20:25.080	1225.08	1225080	00:20:27.241	1227.241	1227241	00:00:02.161	2.161	2161	1	8	Vp432-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp432-2.eaf
00:21:16.282	1276.282	1276282	00:21:19.003	1279.003	1279003	00:00:02.721	2.721	2721	1	8	Vp432-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp432-2.eaf
00:22:01.725	1321.725	1321725	00:22:04.525	1324.525	1324525	00:00:02.800	2.8	2800	1	8	Vp432-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp432-2.eaf
00:01:01.600	61.6	61600	00:03:21.600	201.6	201600	00:02:20.000	140.0	140000		5	Vp432-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp432-2.eaf
00:06:30.600	390.6	390600	00:08:52.600	532.6	532600	00:02:22.000	142.0	142000		6	Vp432-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp432-2.eaf
00:15:01.600	901.6	901600	00:17:06.600	1026.6	1026600	00:02:05.000	125.0	125000		7	Vp432-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp432-2.eaf
00:19:53.600	1193.6	1193600	00:22:12.600	1332.6	1332600	00:02:19.000	139.0	139000		8	Vp432-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp432-2.eaf
00:15:19.320	919.32	919320	00:15:24.561	924.561	924561	00:00:05.241	5.241	5241	1	1	Vp433-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp433-1.eaf
00:16:02.481	962.481	962481	00:16:06.042	966.042	966042	00:00:03.561	3.561	3561	1	1	Vp433-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp433-1.eaf
00:16:35.762	995.762	995762	00:16:40.083	1000.083	1000083	00:00:04.321	4.321	4321	1	1	Vp433-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp433-1.eaf
00:22:16.120	1336.12	1336120	00:22:24.240	1344.24	1344240	00:00:08.120	8.12	8120	1	2	Vp433-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp433-1.eaf
00:22:51.280	1371.28	1371280	00:22:53.240	1373.24	1373240	00:00:01.960	1.96	1960	1	2	Vp433-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp433-1.eaf
00:23:35.120	1415.12	1415120	00:23:37.400	1417.4	1417400	00:00:02.280	2.28	2280	1	2	Vp433-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp433-1.eaf
00:28:10.400	1690.4	1690400	00:28:15.481	1695.481	1695481	00:00:05.081	5.081	5081	1	3	Vp433-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp433-1.eaf
00:28:56.281	1736.281	1736281	00:28:58.882	1738.882	1738882	00:00:02.601	2.601	2601	1	3	Vp433-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp433-1.eaf
00:29:37.082	1777.082	1777082	00:29:40.483	1780.483	1780483	00:00:03.401	3.401	3401	1	3	Vp433-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp433-1.eaf
00:33:01.220	1981.22	1981220	00:33:15.860	1995.86	1995860	00:00:14.640	14.64	14640	1	4	Vp433-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp433-1.eaf
00:33:54.701	2034.701	2034701	00:33:59.422	2039.422	2039422	00:00:04.721	4.721	4721	1	4	Vp433-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp433-1.eaf
00:34:43.662	2083.662	2083662	00:34:46.582	2086.582	2086582	00:00:02.920	2.92	2920	1	4	Vp433-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp433-1.eaf
00:38:34.360	2314.36	2314360	00:38:36.080	2316.08	2316080	00:00:01.720	1.72	1720	1	5	Vp433-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp433-1.eaf
00:38:55.280	2335.28	2335280	00:38:57.800	2337.8	2337800	00:00:02.520	2.52	2520	1	5	Vp433-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp433-1.eaf
00:39:20.486	2360.486	2360486	00:39:23.926	2363.926	2363926	00:00:03.440	3.44	3440	1	5	Vp433-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp433-1.eaf
00:43:00.380	2580.38	2580380	00:43:00.421	2580.421	2580421	00:00:00.041	0.041	41	1	6	Vp433-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp433-1.eaf
00:43:00.421	2580.421	2580421	00:43:06.701	2586.701	2586701	00:00:06.280	6.28	6280	1	6	Vp433-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp433-1.eaf
00:43:41.151	2621.151	2621151	00:43:44.672	2624.672	2624672	00:00:03.521	3.521	3521	1	6	Vp433-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp433-1.eaf
00:44:29.992	2669.992	2669992	00:44:34.553	2674.553	2674553	00:00:04.561	4.561	4561	1	6	Vp433-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp433-1.eaf
00:14:47.320	887.32	887320	00:16:46.720	1006.72	1006720	00:01:59.400	119.4	119400		1	Vp433-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp433-1.eaf
00:21:40.160	1300.16	1300160	00:23:45.960	1425.96	1425960	00:02:05.800	125.8	125800		2	Vp433-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp433-1.eaf
00:27:48.040	1668.04	1668040	00:29:48.520	1788.52	1788520	00:02:00.480	120.48	120480		3	Vp433-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp433-1.eaf
00:32:43.280	1963.28	1963280	00:34:57.480	2097.48	2097480	00:02:14.200	134.2	134200		4	Vp433-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp433-1.eaf
00:38:20.560	2300.56	2300560	00:39:30.000	2370.0	2370000	00:01:09.440	69.44	69440		5	Vp433-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp433-1.eaf
00:42:35.760	2555.76	2555760	00:44:39.680	2679.68	2679680	00:02:03.920	123.92	123920		6	Vp433-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp433-1.eaf
00:03:16.860	196.86	196860	00:03:19.740	199.74	199740	00:00:02.880	2.88	2880	1	7	Vp433-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp433-2.eaf
00:03:39.220	219.22	219220	00:03:39.302	219.302	219302	00:00:00.082	0.082	82	1	7	Vp433-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp433-2.eaf
00:03:39.302	219.302	219302	00:03:49.782	229.782	229782	00:00:10.480	10.48	10480	1	7	Vp433-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp433-2.eaf
00:04:36.852	276.852	276852	00:04:41.172	281.172	281172	00:00:04.320	4.32	4320	1	7	Vp433-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp433-2.eaf
00:10:54.620	654.62	654620	00:11:00.061	660.061	660061	00:00:05.441	5.441	5441	1	8	Vp433-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp433-2.eaf
